[公共事件 | 序章] 旁白/未命名: 在多元宇宙的無盡象限之中，存在著一個凡人肉眼無法觀測的維度
[公共事件 | 數八星之戰版本2] ???: （莉娜試圖轉身背對大家）
[公共事件 | 數八星之戰版本2] 米勒: （瞇起眼睛看著姐姐的背影）
[公共事件 | 數八星之戰版本2] 米勒: ......姐。
[公共事件 | 數八星之戰版本2] 米勒: 妳剛剛在上面的時候，是不是跟我抱怨過「有個像
[公共事件 | 數八星之戰版本2] 米勒: 麻布袋一樣擋路的東西，我就順腳把它踢開了」？。
[公共事件 | 數八星之戰版本2] 悠真: ......麻布袋？
[公共事件 | 數八星之戰版本2] 莉娜: 囉、囉嗦
[公共事件 | 數八星之戰版本2] 莉娜: 誰叫他要站在本小姐趕路的必經之路上！那是他的
[公共事件 | 數八星之戰版本2] 莉娜: 錯！是他不好！
[公共事件 | 數八星之戰版本2] 悠真: .....
[公共事件 | 數八星之戰版本2] 悠真: 把我的感動還給我！還有我的屁股現在還在痛啊！
[公共事件 | 數八星之戰版本2] ???: 就在此時, 三人在打鬧中正要踏上了返回數學村的道路時。
[公共事件 | 數八星之戰版本2] 莉娜: 走了米勒，這種的地方我一秒都不想多待。
[公共事件 | 數八星之戰版本2] 米勒: 等等......姐，別動！
[公共事件 | 數八星之戰版本2] ???: （米勒突然舉起盾牌，神情比面對數八星時還要緊張）
[公共事件 | 數八星之戰版本2] 莉娜: 這、這個是......魔王卡薩斯！？
[公共事件 | 數八星之戰版本2] 莉娜: 為什麼那傢伙會在這裡！？
[公共事件 | 數八星之戰版本2] 米勒: 糟糕！是「卡薩斯的魂鎖」！
[公共事件 | 數八星之戰版本2] 米勒: 這是埋藏在幹部們體內的「死後報復術式」！它鎖
[公共事件 | 數八星之戰版本2] 米勒: 定我們了！
[公共事件 | 數八星之戰版本2] ???: 受到 【魔王卡薩斯的怨鎖】 影響：
[公共事件 | 數八星之戰版本2] ???: 莉娜 等級重置為 Lv.15！
[公共事件 | 數八星之戰版本2] ???: 米勒 等級重置為 Lv.15！
[公共事件 | 數八星之戰版本2] ???: 三人眼前一黑, 全都倒了下來。
[公共事件 | 數八星之戰後] 莉娜: 這什麼粗魯的傳送魔法......就不能更優雅一點
[公共事件 | 數八星之戰後] 莉娜: 嗎？
[公共事件 | 數八星之戰後] 杜賓上校: 哈哈哈！別抱怨了大小姐！
[公共事件 | 數八星之戰後] 杜賓上校: 那是緊急撤離！再晚一秒，你們怕是連小命也要被
[公共事件 | 數八星之戰後] 杜賓上校: 卡薩斯的殘穢捲進去了！
[公共事件 | 數八星之戰後] 米勒: 感謝兩位的救援......這裡是？
[公共事件 | 數八星之戰後] 黑貓參謀: 這裡是數學神殿，是我們的大本營，也是這個世界
[公共事件 | 數八星之戰後] 黑貓參謀: 理性的最後堡壘。
[公共事件 | 數八星之戰後] 黑貓參謀: 對於你們來說是第一次來, 但對悠真來說就已經不
[公共事件 | 數八星之戰後] 黑貓參謀: 是了第一次了。
[公共事件 | 數八星之戰後] 黑貓參謀: 在這裡，魔王軍的詛咒會被邏輯結界壓制，你們
[公共事件 | 數八星之戰後] 黑貓參謀: 可以安心休息。
[公共事件 | 數八星之戰後] 悠真: 呼......總算是活下來了。
[公共事件 | 數八星之戰後] 悠真: 不過參謀，莉娜小姐和米勒先生的等級......真
[公共事件 | 數八星之戰後] 悠真: 的沒救了嗎？
[公共事件 | 數八星之戰後] 黑貓參謀: .....說實話, 他們的情況比想像中嚴重。
[公共事件 | 數八星之戰後] 黑貓參謀: 「卡薩斯的魂鎖」已經完全嵌合在他們的靈魂迴
[公共事件 | 數八星之戰後] 黑貓參謀: 路裡了。
[公共事件 | 數八星之戰後] 黑貓參謀: 除非打倒施術者本人（魔王卡薩斯），或者找到
[公共事件 | 數八星之戰後] 黑貓參謀: 能重寫世界規則的「大賢者」，否則就只能重新修練了。
[公共事件 | 數八星之戰後] 黑貓參謀: 或者找到能重寫世界規則的「大賢者」。
[公共事件 | 數八星之戰後] 黑貓參謀: 否則他們就只能重新修練了。
[公共事件 | 數八星之戰後] 米勒: 對了，參謀剛剛提到了「大賢者」......
[公共事件 | 數八星之戰後] 莉娜: 沒錯沒錯, 如果是他的話，或許有辦法解開這個詛
[公共事件 | 數八星之戰後] 莉娜: 咒？
[公共事件 | 數八星之戰後] 黑貓參謀: ......這正是我們接下來要告訴你們的壞消息。
[公共事件 | 數八星之戰後] 黑貓參謀: 大賢者他......失蹤了。
[公共事件 | 數八星之戰後] 眾人: 失蹤！？
[公共事件 | 數八星之戰後] 杜賓上校: 沒錯。就在你們進入地下城之前不久，大賢者說
[公共事件 | 數八星之戰後] 杜賓上校: 要去探查魔王軍的動向，然後就再也沒有回來。
[公共事件 | 數八星之戰後] 杜賓上校: 我們試過所有的通訊魔法，甚至用「微積分追
[公共事件 | 數八星之戰後] 杜賓上校: 蹤術」去定位，結果都是一片空白。
[公共事件 | 數八星之戰後] 黑貓參謀: 而且情況比想像中嚴重。卡薩斯的詛咒奪走的，是
[公共事件 | 數八星之戰後] 黑貓參謀: 你們靈魂中累積多年的「修為」。
[公共事件 | 數八星之戰後] 黑貓參謀: 雖然你們的天賦和技巧還在，但體內的容器已經
[公共事件 | 數八星之戰後] 黑貓參謀: 空了。
[公共事件 | 數八星之戰後] 莉娜: （癱坐在地上，雙眼無神）
[公共事件 | 數八星之戰後] 莉娜: 完了......全完了......
[公共事件 | 數八星之戰後] 莉娜: 你知道本小姐為了達到那個境界，閉關冥想了多
[公共事件 | 數八星之戰後] 莉娜: 少個夜晚嗎？
[公共事件 | 數八星之戰後] 莉娜: 十年？二十年？我每天只睡三小時，為了保持皮
[公共事件 | 數八星之戰後] 莉娜: 膚還要邊敷臉邊冥想.....
[公共事件 | 數八星之戰後] 莉娜: 現在要我從頭開始？等我練回原本的實力，魔王
[公共事件 | 數八星之戰後] 莉娜: 早就統治世界。
[公共事件 | 數八星之戰後] 米勒: （沈重地握拳）
[公共事件 | 數八星之戰後] 米勒: 姐說得沒錯。在這個世界，變強沒有捷徑，只有
[公共事件 | 數八星之戰後] 米勒: 汗水與時間。
[公共事件 | 數八星之戰後] 米勒: 以我們現在 Lv.15 的狀態。
[公共事件 | 數八星之戰後] 米勒: 光是練回能重新拿起曾經的裝備的肌力，起碼就要
[公共事件 | 數八星之戰後] 米勒: 三個月的魔鬼訓練。
[公共事件 | 數八星之戰後] 米勒: 我們......已經沒有時間了。
[公共事件 | 數八星之戰後] 黑貓參謀: 喵。如果是依循常識，確實如此。
[公共事件 | 數八星之戰後] 黑貓參謀: 但現在，這裡有一個不屬於這個常識的存在。
[公共事件 | 數八星之戰後] 悠真: 我？
[公共事件 | 數八星之戰後] 莉娜: 哈？跟著這個雜草君能幹嘛？陪我一起冥想嗎？
[公共事件 | 數八星之戰後] 黑貓參謀: 不。悠真擁有解析數字本質的能力。
[公共事件 | 數八星之戰後] 黑貓參謀: 只要他在隊伍裡，被擊倒的魔物就不會消散，而是
[公共事件 | 數八星之戰後] 黑貓參謀: 會轉化為直接的經驗能量。
[公共事件 | 數八星之戰後] 黑貓參謀: 簡單來說——只要跟著悠真，光是打怪就能直接
[公共事件 | 數八星之戰後] 黑貓參謀: 升級。
[公共事件 | 數八星之戰後] 莉娜 & 米勒: ......打怪就能升級！？
[公共事件 | 數八星之戰後] 米勒: 這、這是什麼作弊一樣的能力......
[公共事件 | 數八星之戰後] 米勒: 也就是說，我們可以跳過幾十年的苦修，透過戰
[公共事件 | 數八星之戰後] 米勒: 鬥光速變強？
[公共事件 | 數八星之戰後] 莉娜: （原本死灰般的眼神瞬間爆發出光芒，猛地轉頭
[公共事件 | 數八星之戰後] 莉娜: 盯著悠真）
[公共事件 | 數八星之戰後] 莉娜: 喂！悠真！
[公共事件 | 數八星之戰後] 悠真: (被嚇到）
[公共事件 | 數八星之戰後] 悠真: 是、是的！？
[公共事件 | 數八星之戰後] 莉娜: （一把抓住悠真的衣領，臉貼得超近）
[公共事件 | 數八星之戰後] 莉娜: 你這傢伙......原來是個會走路的練功房啊！！
[公共事件 | 數八星之戰後] 莉娜: 聽好了！從現在開始，你就是本小姐的所有物
[公共事件 | 數八星之戰後] 莉娜: 了！
[公共事件 | 數八星之戰後] 莉娜: 哪裡有魔物？快帶我去打！我要升級！我要變回世
[公共事件 | 數八星之戰後] 莉娜: 界最強的美少女！
[公共事件 | 數八星之戰後] 悠真: 我也變成了道具的一種嗎！？
[公共事件 | 數八星之戰後] 米勒: 雖然姐姐的說法很那個......但悠真，你是我們恢
[公共事件 | 數八星之戰後] 米勒: 復力量的唯一捷徑。
[公共事件 | 數八星之戰後] 米勒: 為了守護世界（還有我們的等級），請務必讓我們
[公共事件 | 數八星之戰後] 米勒: 同行。
[公共事件 | 數八星之戰後] ???: 術士莉娜 強行加入了隊伍
[公共事件 | 數八星之戰後] ???: 盾衛米勒 成功加入了隊伍
[公共事件 | 數八星之戰後] 黑貓參謀: 看來達成共識了呢。
[公共事件 | 數八星之戰後] 杜賓上校: 現在你們有了一個新的目標, 那就是穿過霧光森
[公共事件 | 數八星之戰後] 杜賓上校: 林, 前往王都・阿爾卡迪亞。
[公共事件 | 數八星之戰後] 杜賓上校: 並且在王都打聽魔王軍的消息。
[公共事件 | 數八星之戰後] 杜賓上校: 不過就連我們也不知道現在通往森林的道路在哪
[公共事件 | 數八星之戰後] 杜賓上校: 裡, 或許就藏在了某個小民房的角落裡。
[公共事件 | 數八星之戰後] 杜賓上校 & 黑貓參謀: 祝你們旗開得勝！
[公共事件 | 地道劇情1] ???: 地板上的木板東缺一塊、西缺一塊，甚至有些地方連著好幾個大
[公共事件 | 地道劇情1] ???: 洞，底下深不見底。
[公共事件 | 地道劇情1] 悠真: ......喂，米勒。
[公共事件 | 地道劇情1] 悠真: 這地道是不是有點太破了...
[公共事件 | 地道劇情1] 米勒: 年久失修嘛... 加上用的人又不多, 自然就變成
[公共事件 | 地道劇情1] 米勒: 這樣了。
[公共事件 | 地道劇情1] 莉娜: (突然發出尖銳的尖叫聲)
[公共事件 | 地道劇情1] 莉娜: 啊RRRRRRRR
[公共事件 | 地道劇情1] 莉娜: 不可理喻！簡直不可理喻！
[公共事件 | 地道劇情1] 莉娜: 這哪裡是路？這根本就是專門用來折斷「淑女鞋跟
[公共事件 | 地道劇情1] 莉娜: 」的捕獸夾！
[公共事件 | 地道劇情1] 悠真: 哈？妳在糾結這個？
[公共事件 | 地道劇情1] 悠真: 如果有大一點的洞直接繞過去不就好了。
[公共事件 | 地道劇情1] 莉娜: 你這個只會穿平底運動鞋的野蠻人懂什麼！
[公共事件 | 地道劇情1] 莉娜: 本小姐這雙可是附魔絲絨長靴，鞋跟是為了配合詠
[公共事件 | 地道劇情1] 莉娜: 唱節奏特別設計的！
[公共事件 | 地道劇情1] 莉娜: 你知道這種爛木板上的縫隙有多危險嗎？只要卡進
[公共事件 | 地道劇情1] 莉娜: 去一下。
[公共事件 | 地道劇情1] 莉娜: 我的腳踝就會「喀嚓」一聲，然後我就要在這骯
[公共事件 | 地道劇情1] 莉娜: 髒的地下道裡爬行了！
[公共事件 | 地道劇情1] 莉娜: 我拒絕！我要投訴！
[公共事件 | 地道劇情1] 米勒: 姐姐，這裡長年以來都沒人使用, 也沒有人可以給
[公共事件 | 地道劇情1] 米勒: 你投訴。
[公共事件 | 地道劇情1] 米勒: 而且以妳現在的等級，真的受傷的話連高級一點的
[公共事件 | 地道劇情1] 米勒: 治癒術都放不出來喔。
[公共事件 | 地道劇情1] 莉娜: 嗚......米勒！背我！
[公共事件 | 地道劇情1] 米勒: 呃......姐姐，我也很想。
[公共事件 | 地道劇情1] 米勒: 但是以這裡地板的質量....背上妳，我們兩個可能
[公共事件 | 地道劇情1] 米勒: 會一起壓垮這些木板，然後直接墜入深淵。
[公共事件 | 地道劇情1] 悠真: 聽到了嗎？負重超載哈哈哈
[公共事件 | 地道劇情1] 莉娜: 屈辱......這絕對是試煉......
[公共事件 | 地道劇情1] ? ? ?: 嗚......呃......
[公共事件 | 地道劇情1] 殭屍: .....人.....好吃...嘿嘿嘿
[公共事件 | 地道劇情1] 悠真: 哼，區區幾隻喪屍。正好拿來測試一下這把劍的
[公共事件 | 地道劇情1] 悠真: 手感。
[公共事件 | 地道劇情1] 悠真: 看我這個勇者輕鬆解決......
[公共事件 | 地道劇情1] 米勒: 停下！悠真先生，別過去！
[公共事件 | 地道劇情1] 悠真: 蛤？你幹嘛那麼緊張？
[公共事件 | 地道劇情1] 悠真: 這不就是 RPG 最常見的腐爛殭屍嗎？
[公共事件 | 地道劇情1] 米勒: ......不，你錯了。
[公共事件 | 地道劇情1] 米勒: 我在以前跟姐姐當冒險家的期間，曾經在邊境掃蕩
[公共事件 | 地道劇情1] 米勒: 過這種不死生物。
[公共事件 | 地道劇情1] 米勒: 我很清楚它們的生態......這種不死生物，不存在
[公共事件 | 地道劇情1] 米勒: 所謂的幼體。
[公共事件 | 地道劇情1] 米勒: 也就是說——它們最弱、最低階的個體，等級也是 
[公共事件 | 地道劇情1] 米勒: Lv. 45 起跳。
[公共事件 | 地道劇情1] 悠真: 你說......起跳是多少？
[公共事件 | 地道劇情1] 悠真: 這根本是設計失誤吧！！
[公共事件 | 地道劇情1] 悠真: 為什麼新手村地底下會塞這種中後期的怪物啊！
[公共事件 | 地道劇情1] 莉娜: Lv. 45......？！而且似乎還是群體行動？！
[公共事件 | 地道劇情1] 莉娜: 米勒！不妙！非常不妙！
[公共事件 | 地道劇情1] 莉娜: 要是被抓到，以我們現在的等級來看，人就先變成
[公共事件 | 地道劇情1] 莉娜: 消夜了！
[公共事件 | 地道劇情1] 米勒: (突然冷靜了下來)
[公共事件 | 地道劇情1] 米勒: 沒錯，姐姐。根據我的經驗，面對這種戰力差，
[公共事件 | 地道劇情1] 米勒: 騎士教條只有一條。
[公共事件 | 地道劇情1] 悠真: (期待)
